Ping_ID,Shipment_ID,Waypoint_Seq,Recorded_At,Vehicle_Speed_KMH,Instantaneous_Temp_C,Ambient_Temp_C,Compressor_Power_KW,Door_State
PING-2809,SHP-1028,9,2026-03-03 19:55:00,53,3.73,28.86,2.4,CLOSED
PING-2810,SHP-1028,10,2026-03-03 20:32:00,71,3.58,29.93,2.4,CLOSED
PING-2901,SHP-1029,1,2026-03-03 16:00:00,58,3.91,30.68,2.4,CLOSED
PING-2902,SHP-1029,2,2026-03-03 16:50:00,62,4.01,31.68,2.4,CLOSED
PING-2903,SHP-1029,3,2026-03-03 17:28:00,72,3.84,29.48,2.4,CLOSED
PING-2904,SHP-1029,4,2026-03-03 18:03:00,52,3.63,32.98,2.4,CLOSED
PING-2905,SHP-1029,5,2026-03-03 18:52:00,63,3.89,30.35,2.4,CLOSED
PING-2906,SHP-1029,6,2026-03-03 19:34:00,49,3.95,32.65,2.4,CLOSED
PING-2907,SHP-1029,7,2026-03-03 20:29:00,76,3.84,32.25,2.4,CLOSED
PING-2908,SHP-1029,8,2026-03-03 21:20:00,60,3.61,30.49,2.4,CLOSED
PING-3001,SHP-1030,1,2026-03-03 18:00:00,49,3.73,28.61,2.4,CLOSED
PING-3002,SHP-1030,2,2026-03-03 18:42:00,67,3.49,28.28,2.4,CLOSED
PING-3003,SHP-1030,3,2026-03-03 19:29:00,0,7.88,32.42,4.8,OPEN
PING-3004,SHP-1030,4,2026-03-03 20:19:00,55,6.68,31.37,2.4,CLOSED
PING-3005,SHP-1030,5,2026-03-03 21:07:00,59,5.48,28.66,2.4,CLOSED
PING-3006,SHP-1030,6,2026-03-03 22:04:00,59,4.28,29.01,2.4,CLOSED
PING-3007,SHP-1030,7,2026-03-03 22:48:00,0,7.16,32.49,4.8,OPEN
PING-3008,SHP-1030,8,2026-03-03 23:41:00,70,5.96,28.0,2.4,CLOSED
PING-3009,SHP-1030,9,2026-03-04 00:26:00,60,4.76,28.05,2.4,CLOSED
PING-3010,SHP-1030,10,2026-03-04 01:07:00,70,3.56,28.69,2.4,CLOSED
PING-3011,SHP-1030,11,2026-03-04 01:55:00,45,3.39,29.27,2.4,CLOSED
PING-3012,SHP-1030,12,2026-03-04 02:54:00,76,3.57,30.62,2.4,CLOSED
PING-3101,SHP-1031,1,2026-03-03 20:00:00,74,4.0,28.08,2.4,CLOSED
PING-3102,SHP-1031,2,2026-03-03 20:50:00,74,4.1,29.04,2.4,CLOSED
PING-3103,SHP-1031,3,2026-03-03 21:40:00,62,3.84,26.37,2.4,CLOSED
PING-3104,SHP-1031,4,2026-03-03 22:33:00,67,3.85,25.77,2.4,CLOSED
PING-3105,SHP-1031,5,2026-03-03 23:10:00,47,3.98,25.93,2.4,CLOSED
PING-3106,SHP-1031,6,2026-03-03 23:45:00,69,4.25,27.48,2.4,CLOSED
PING-3107,SHP-1031,7,2026-03-04 00:27:00,70,4.16,29.18,2.4,CLOSED
PING-3108,SHP-1031,8,2026-03-04 01:06:00,48,3.96,29.17,2.4,CLOSED
PING-3201,SHP-1032,1,2026-03-03 22:00:00,75,3.11,34.73,2.4,CLOSED
PING-3202,SHP-1032,2,2026-03-03 22:44:00,59,3.07,36.86,2.4,CLOSED
PING-3203,SHP-1032,3,2026-03-03 23:42:00,0,5.5,34.16,4.8,OPEN
PING-3204,SHP-1032,4,2026-03-04 00:21:00,74,4.3,37.04,2.4,CLOSED
PING-3205,SHP-1032,5,2026-03-04 01:03:00,73,4.49,38.15,2.4,CLOSED
PING-3206,SHP-1032,6,2026-03-04 02:00:00,69,4.34,36.02,2.4,CLOSED
PING-3207,SHP-1032,7,2026-03-04 02:56:00,0,8.03,37.76,4.8,OPEN
PING-3208,SHP-1032,8,2026-03-04 03:47:00,50,6.83,36.49,2.4,CLOSED
PING-3209,SHP-1032,9,2026-03-04 04:46:00,75,5.63,33.73,2.4,CLOSED
PING-3210,SHP-1032,10,2026-03-04 05:25:00,49,4.43,37.48,2.4,CLOSED
PING-3301,SHP-1033,1,2026-03-04 00:00:00,51,3.6,38.44,2.4,CLOSED
PING-3302,SHP-1033,2,2026-03-04 00:53:00,51,3.67,37.34,2.4,CLOSED
PING-3303,SHP-1033,3,2026-03-04 01:47:00,45,3.7,39.58,2.4,CLOSED
PING-3304,SHP-1033,4,2026-03-04 02:22:00,51,3.85,40.66,2.4,CLOSED
PING-3305,SHP-1033,5,2026-03-04 03:06:00,49,3.75,37.07,2.4,CLOSED
PING-3306,SHP-1033,6,2026-03-04 04:02:00,57,4.05,37.86,2.4,CLOSED
PING-3307,SHP-1033,7,2026-03-04 04:55:00,64,4.28,37.54,2.4,CLOSED
PING-3308,SHP-1033,8,2026-03-04 05:40:00,45,4.4,38.8,2.4,CLOSED
PING-3309,SHP-1033,9,2026-03-04 06:23:00,48,4.58,38.63,2.4,CLOSED
PING-3310,SHP-1033,10,2026-03-04 07:10:00,66,3.38,35.75,2.4,CLOSED
PING-3311,SHP-1033,11,2026-03-04 07:59:00,63,3.42,38.71,2.4,CLOSED
PING-3312,SHP-1033,12,2026-03-04 08:50:00,53,3.6,39.93,2.4,CLOSED
PING-3401,SHP-1034,1,2026-03-04 02:00:00,72,3.14,38.23,2.4,CLOSED
PING-3402,SHP-1034,2,2026-03-04 02:49:00,51,3.19,38.11,2.4,CLOSED
PING-3403,SHP-1034,3,2026-03-04 03:32:00,45,2.91,40.69,2.4,CLOSED
PING-3404,SHP-1034,4,2026-03-04 04:13:00,54,2.92,41.29,2.4,CLOSED
PING-3405,SHP-1034,5,2026-03-04 04:54:00,73,2.88,40.75,2.4,CLOSED
PING-3406,SHP-1034,6,2026-03-04 05:33:00,60,3.06,38.78,2.4,CLOSED
PING-3407,SHP-1034,7,2026-03-04 06:11:00,69,2.81,38.85,2.4,CLOSED
PING-3408,SHP-1034,8,2026-03-04 06:56:00,70,2.95,36.99,2.4,CLOSED
PING-3409,SHP-1034,9,2026-03-04 07:46:00,69,2.73,39.73,2.4,CLOSED
PING-3410,SHP-1034,10,2026-03-04 08:44:00,46,2.47,37.67,2.4,CLOSED
PING-3411,SHP-1034,11,2026-03-04 09:25:00,74,2.32,37.49,2.4,CLOSED
PING-3412,SHP-1034,12,2026-03-04 10:06:00,59,2.48,40.39,2.4,CLOSED
PING-3501,SHP-1035,1,2026-03-04 04:00:00,66,4.24,30.12,2.4,CLOSED
PING-3502,SHP-1035,2,2026-03-04 04:49:00,77,4.22,32.38,2.4,CLOSED
PING-3503,SHP-1035,3,2026-03-04 05:32:00,49,3.99,30.27,2.4,CLOSED
PING-3504,SHP-1035,4,2026-03-04 06:13:00,63,4.2,31.91,2.4,CLOSED
PING-3505,SHP-1035,5,2026-03-04 06:50:00,68,4.42,29.4,2.4,CLOSED
PING-3506,SHP-1035,6,2026-03-04 07:42:00,47,4.45,31.55,2.4,CLOSED
PING-3507,SHP-1035,7,2026-03-04 08:29:00,76,4.25,33.7,2.4,CLOSED
PING-3508,SHP-1035,8,2026-03-04 09:20:00,58,4.23,32.61,2.4,CLOSED
PING-3601,SHP-1036,1,2026-03-04 06:00:00,56,3.3,37.63,2.4,CLOSED
PING-3602,SHP-1036,2,2026-03-04 06:44:00,57,3.48,38.56,2.4,CLOSED
PING-3603,SHP-1036,3,2026-03-04 07:28:00,59,3.24,37.16,2.4,CLOSED
PING-3604,SHP-1036,4,2026-03-04 08:07:00,56,3.0,40.25,2.4,CLOSED
PING-3605,SHP-1036,5,2026-03-04 08:48:00,66,2.89,37.16,2.4,CLOSED
PING-3606,SHP-1036,6,2026-03-04 09:45:00,59,2.9,39.15,2.4,CLOSED
PING-3607,SHP-1036,7,2026-03-04 10:24:00,56,2.97,41.01,2.4,CLOSED
PING-3608,SHP-1036,8,2026-03-04 11:03:00,64,2.97,36.26,2.4,CLOSED
PING-3609,SHP-1036,9,2026-03-04 11:47:00,72,3.11,37.8,2.4,CLOSED
PING-3610,SHP-1036,10,2026-03-04 12:41:00,73,3.39,36.73,2.4,CLOSED
PING-3611,SHP-1036,11,2026-03-04 13:34:00,77,3.28,38.75,2.4,CLOSED
PING-3612,SHP-1036,12,2026-03-04 14:12:00,55,3.42,41.56,2.4,CLOSED
PING-3701,SHP-1037,1,2026-03-04 08:00:00,74,2.5,37.9,2.4,CLOSED
PING-3702,SHP-1037,2,2026-03-04 08:41:00,47,2.27,38.96,2.4,CLOSED
PING-3703,SHP-1037,3,2026-03-04 09:26:00,0,6.42,39.08,4.8,OPEN
PING-3704,SHP-1037,4,2026-03-04 10:05:00,65,5.22,37.41,2.4,CLOSED
PING-3705,SHP-1037,5,2026-03-04 10:54:00,69,4.02,39.44,2.4,CLOSED
PING-3706,SHP-1037,6,2026-03-04 11:50:00,53,2.82,35.18,2.4,CLOSED
PING-3707,SHP-1037,7,2026-03-04 12:43:00,0,4.9,36.74,4.8,OPEN
PING-3708,SHP-1037,8,2026-03-04 13:18:00,67,3.7,35.93,2.4,CLOSED
PING-3801,SHP-1038,1,2026-03-04 10:00:00,60,-20.34,34.03,2.4,CLOSED
PING-3802,SHP-1038,2,2026-03-04 10:48:00,77,-20.41,29.88,2.4,CLOSED
PING-3803,SHP-1038,3,2026-03-04 11:33:00,0,-18.5,33.34,4.8,OPEN
PING-3804,SHP-1038,4,2026-03-04 12:30:00,54,-19.7,33.99,2.4,CLOSED
PING-3805,SHP-1038,5,2026-03-04 13:12:00,69,-19.45,33.7,2.4,CLOSED
PING-3806,SHP-1038,6,2026-03-04 13:47:00,68,-19.17,30.95,2.4,CLOSED
PING-3807,SHP-1038,7,2026-03-04 14:42:00,0,-16.64,34.07,4.8,OPEN
PING-3808,SHP-1038,8,2026-03-04 15:19:00,68,-17.84,32.24,2.4,CLOSED
PING-3809,SHP-1038,9,2026-03-04 15:56:00,52,-19.04,29.34,2.4,CLOSED
PING-3810,SHP-1038,10,2026-03-04 16:42:00,64,-19.16,30.9,2.4,CLOSED
PING-3811,SHP-1038,11,2026-03-04 17:24:00,46,-19.01,34.24,2.4,CLOSED
PING-3812,SHP-1038,12,2026-03-04 18:20:00,64,-18.91,34.18,2.4,CLOSED
PING-3901,SHP-1039,1,2026-03-04 12:00:00,74,3.78,39.63,2.4,CLOSED
PING-3902,SHP-1039,2,2026-03-04 12:50:00,64,3.86,41.05,2.4,CLOSED
PING-3903,SHP-1039,3,2026-03-04 13:30:00,0,6.99,37.76,4.8,OPEN
PING-3904,SHP-1039,4,2026-03-04 14:14:00,61,5.79,40.78,2.4,CLOSED
PING-3905,SHP-1039,5,2026-03-04 15:12:00,64,4.59,41.28,2.4,CLOSED
PING-3906,SHP-1039,6,2026-03-04 15:59:00,65,3.39,37.58,2.4,CLOSED
PING-3907,SHP-1039,7,2026-03-04 16:40:00,0,6.13,39.79,4.8,OPEN
PING-3908,SHP-1039,8,2026-03-04 17:16:00,49,4.93,38.71,2.4,CLOSED
PING-3909,SHP-1039,9,2026-03-04 18:15:00,55,3.73,39.84,2.4,CLOSED
PING-3910,SHP-1039,10,2026-03-04 18:54:00,54,3.8,38.33,2.4,CLOSED
PING-4001,SHP-1040,1,2026-03-04 14:00:00,75,3.11,31.82,2.4,CLOSED
PING-4002,SHP-1040,2,2026-03-04 14:44:00,74,3.25,34.6,2.4,CLOSED
PING-4003,SHP-1040,3,2026-03-04 15:25:00,54,3.35,34.86,2.4,CLOSED
PING-4004,SHP-1040,4,2026-03-04 16:23:00,73,3.48,30.92,2.4,CLOSED
PING-4005,SHP-1040,5,2026-03-04 17:15:00,46,3.68,35.7,2.4,CLOSED
PING-4006,SHP-1040,6,2026-03-04 17:56:00,71,3.78,34.55,2.4,CLOSED
PING-4007,SHP-1040,7,2026-03-04 18:33:00,63,3.84,35.86,2.4,CLOSED
PING-4008,SHP-1040,8,2026-03-04 19:18:00,69,3.73,33.18,2.4,CLOSED
PING-4009,SHP-1040,9,2026-03-04 20:09:00,74,3.82,34.2,2.4,CLOSED
PING-4010,SHP-1040,10,2026-03-04 20:56:00,48,3.6,31.76,2.4,CLOSED
PING-4011,SHP-1040,11,2026-03-04 21:35:00,69,3.68,33.82,2.4,CLOSED
PING-4012,SHP-1040,12,2026-03-04 22:30:00,72,3.97,34.73,2.4,CLOSED
PING-4101,SHP-1041,1,2026-03-04 16:00:00,59,4.54,28.71,2.4,CLOSED
PING-4102,SHP-1041,2,2026-03-04 16:49:00,64,4.46,30.84,2.4,CLOSED
PING-4103,SHP-1041,3,2026-03-04 17:41:00,50,4.38,29.33,2.4,CLOSED
PING-4104,SHP-1041,4,2026-03-04 18:19:00,56,4.61,27.81,2.4,CLOSED
PING-4105,SHP-1041,5,2026-03-04 18:54:00,66,4.7,28.83,2.4,CLOSED
PING-4106,SHP-1041,6,2026-03-04 19:30:00,55,4.65,30.68,2.4,CLOSED
PING-4107,SHP-1041,7,2026-03-04 20:20:00,52,4.57,32.39,2.4,CLOSED
PING-4108,SHP-1041,8,2026-03-04 21:06:00,49,4.68,29.63,2.4,CLOSED
PING-4109,SHP-1041,9,2026-03-04 21:41:00,76,4.68,29.07,2.4,CLOSED
PING-4110,SHP-1041,10,2026-03-04 22:16:00,57,4.4,27.84,2.4,CLOSED
PING-4111,SHP-1041,11,2026-03-04 22:51:00,60,4.55,28.55,2.4,CLOSED
PING-4112,SHP-1041,12,2026-03-04 23:48:00,76,4.32,28.69,2.4,CLOSED
PING-4201,SHP-1042,1,2026-03-04 18:00:00,53,3.55,31.25,2.4,CLOSED
PING-4202,SHP-1042,2,2026-03-04 18:48:00,64,3.46,26.7,2.4,CLOSED
PING-4203,SHP-1042,3,2026-03-04 19:34:00,61,3.54,28.14,2.4,CLOSED
PING-4204,SHP-1042,4,2026-03-04 20:33:00,65,3.77,29.06,2.4,CLOSED
PING-4205,SHP-1042,5,2026-03-04 21:23:00,58,3.59,26.15,2.4,CLOSED
PING-4206,SHP-1042,6,2026-03-04 22:09:00,52,3.62,31.23,2.4,CLOSED
PING-4207,SHP-1042,7,2026-03-04 23:06:00,62,3.75,30.71,2.4,CLOSED
PING-4208,SHP-1042,8,2026-03-04 23:44:00,49,3.92,30.3,2.4,CLOSED
PING-4209,SHP-1042,9,2026-03-05 00:25:00,76,4.15,26.75,2.4,CLOSED
PING-4210,SHP-1042,10,2026-03-05 01:11:00,60,4.44,30.68,2.4,CLOSED
PING-4301,SHP-1043,1,2026-03-04 20:00:00,74,3.66,33.53,2.4,CLOSED
PING-4302,SHP-1043,2,2026-03-04 20:57:00,61,3.63,36.64,2.4,CLOSED
PING-4303,SHP-1043,3,2026-03-04 21:55:00,0,5.48,35.81,4.8,OPEN
PING-4304,SHP-1043,4,2026-03-04 22:47:00,68,4.28,37.0,2.4,CLOSED
PING-4305,SHP-1043,5,2026-03-04 23:25:00,56,4.16,37.61,2.4,CLOSED
PING-4306,SHP-1043,6,2026-03-05 00:06:00,76,3.99,33.24,2.4,CLOSED
PING-4307,SHP-1043,7,2026-03-05 01:05:00,0,7.55,37.75,4.8,OPEN
PING-4308,SHP-1043,8,2026-03-05 01:47:00,45,6.35,37.25,2.4,CLOSED
PING-4401,SHP-1044,1,2026-03-04 22:00:00,54,2.88,38.07,2.4,CLOSED
PING-4402,SHP-1044,2,2026-03-04 22:47:00,68,3.06,37.93,2.4,CLOSED
PING-4403,SHP-1044,3,2026-03-04 23:23:00,54,3.0,38.93,2.4,CLOSED
PING-4404,SHP-1044,4,2026-03-05 00:05:00,75,3.18,39.88,2.4,CLOSED
PING-4405,SHP-1044,5,2026-03-05 01:02:00,60,3.07,38.89,2.4,CLOSED
PING-4406,SHP-1044,6,2026-03-05 01:53:00,64,3.36,39.62,2.4,CLOSED
PING-4407,SHP-1044,7,2026-03-05 02:44:00,74,3.13,40.42,2.4,CLOSED
PING-4408,SHP-1044,8,2026-03-05 03:30:00,65,3.18,38.04,2.4,CLOSED
PING-4501,SHP-1045,1,2026-03-05 00:00:00,74,3.73,35.03,2.4,CLOSED
PING-4502,SHP-1045,2,2026-03-05 00:46:00,76,3.63,32.27,2.4,CLOSED
PING-4503,SHP-1045,3,2026-03-05 01:44:00,0,7.58,32.53,4.8,OPEN
PING-4504,SHP-1045,4,2026-03-05 02:33:00,73,6.38,34.96,2.4,CLOSED
PING-4505,SHP-1045,5,2026-03-05 03:30:00,76,5.18,34.14,2.4,CLOSED
PING-4506,SHP-1045,6,2026-03-05 04:14:00,75,3.98,35.53,2.4,CLOSED
PING-4507,SHP-1045,7,2026-03-05 04:51:00,0,5.89,34.93,4.8,OPEN
PING-4508,SHP-1045,8,2026-03-05 05:49:00,72,4.69,35.54,2.4,CLOSED
PING-4509,SHP-1045,9,2026-03-05 06:27:00,53,3.49,36.64,2.4,CLOSED
PING-4510,SHP-1045,10,2026-03-05 07:06:00,49,3.36,35.54,2.4,CLOSED
PING-4601,SHP-1046,1,2026-03-05 02:00:00,74,3.61,30.45,2.4,CLOSED
PING-4602,SHP-1046,2,2026-03-05 02:51:00,54,3.67,30.01,2.4,CLOSED
PING-4603,SHP-1046,3,2026-03-05 03:42:00,55,3.81,32.81,2.4,CLOSED
PING-4604,SHP-1046,4,2026-03-05 04:26:00,51,3.94,34.16,2.4,CLOSED
PING-4605,SHP-1046,5,2026-03-05 05:08:00,46,3.86,29.87,2.4,CLOSED
PING-4606,SHP-1046,6,2026-03-05 05:55:00,72,3.72,29.34,2.4,CLOSED
PING-4607,SHP-1046,7,2026-03-05 06:39:00,45,3.62,29.94,2.4,CLOSED
PING-4608,SHP-1046,8,2026-03-05 07:24:00,58,3.62,32.18,2.4,CLOSED
PING-4701,SHP-1047,1,2026-03-05 04:00:00,56,3.73,37.74,2.4,CLOSED
PING-4702,SHP-1047,2,2026-03-05 04:35:00,66,3.61,41.06,2.4,CLOSED
PING-4703,SHP-1047,3,2026-03-05 05:31:00,74,3.32,40.01,2.4,CLOSED
PING-4704,SHP-1047,4,2026-03-05 06:25:00,58,3.29,37.37,2.4,CLOSED
PING-4705,SHP-1047,5,2026-03-05 07:01:00,53,3.13,38.36,2.4,CLOSED
PING-4706,SHP-1047,6,2026-03-05 07:54:00,46,3.11,40.97,2.4,CLOSED
PING-4707,SHP-1047,7,2026-03-05 08:52:00,77,3.28,38.69,2.4,CLOSED
PING-4708,SHP-1047,8,2026-03-05 09:51:00,57,3.03,36.94,2.4,CLOSED
PING-4801,SHP-1048,1,2026-03-05 06:00:00,59,3.18,39.95,2.4,CLOSED
PING-4802,SHP-1048,2,2026-03-05 06:58:00,52,3.2,41.96,2.4,CLOSED
PING-4803,SHP-1048,3,2026-03-05 07:49:00,54,2.95,43.65,2.4,CLOSED
PING-4804,SHP-1048,4,2026-03-05 08:35:00,59,2.98,39.45,2.4,CLOSED
PING-4805,SHP-1048,5,2026-03-05 09:14:00,51,2.95,39.48,2.4,CLOSED
PING-4806,SHP-1048,6,2026-03-05 10:10:00,71,3.24,43.91,2.4,CLOSED
PING-4807,SHP-1048,7,2026-03-05 10:51:00,51,3.52,44.44,2.4,CLOSED
PING-4808,SHP-1048,8,2026-03-05 11:50:00,77,3.65,42.34,2.4,CLOSED
PING-4809,SHP-1048,9,2026-03-05 12:31:00,64,3.61,39.61,2.4,CLOSED
PING-4810,SHP-1048,10,2026-03-05 13:21:00,51,3.9,43.57,2.4,CLOSED
PING-4901,SHP-1049,1,2026-03-05 08:00:00,71,-20.03,30.76,2.4,CLOSED
PING-4902,SHP-1049,2,2026-03-05 08:47:00,53,-19.85,31.13,2.4,CLOSED
PING-4903,SHP-1049,3,2026-03-05 09:32:00,0,-15.72,29.78,4.8,OPEN
PING-4904,SHP-1049,4,2026-03-05 10:29:00,50,-16.92,35.23,2.4,CLOSED
PING-4905,SHP-1049,5,2026-03-05 11:27:00,61,-18.12,32.6,2.4,CLOSED
PING-4906,SHP-1049,6,2026-03-05 12:14:00,65,-19.32,30.28,2.4,CLOSED
PING-4907,SHP-1049,7,2026-03-05 12:49:00,0,-17.37,32.22,4.8,OPEN
PING-4908,SHP-1049,8,2026-03-05 13:30:00,65,-18.57,35.24,2.4,CLOSED
PING-4909,SHP-1049,9,2026-03-05 14:14:00,63,-19.77,32.07,2.4,CLOSED
PING-4910,SHP-1049,10,2026-03-05 15:10:00,73,-19.53,35.14,2.4,CLOSED
PING-5001,SHP-1050,1,2026-03-05 10:00:00,74,2.9,40.36,2.4,CLOSED
PING-5002,SHP-1050,2,2026-03-05 10:40:00,54,2.75,40.64,2.4,CLOSED
PING-5003,SHP-1050,3,2026-03-05 11:15:00,0,6.2,39.37,4.8,OPEN
PING-5004,SHP-1050,4,2026-03-05 11:57:00,74,5.0,39.9,2.4,CLOSED
PING-5005,SHP-1050,5,2026-03-05 12:34:00,72,3.8,37.63,2.4,CLOSED
PING-5006,SHP-1050,6,2026-03-05 13:27:00,70,2.6,39.31,2.4,CLOSED
PING-5007,SHP-1050,7,2026-03-05 14:22:00,0,5.74,39.92,4.8,OPEN
PING-5008,SHP-1050,8,2026-03-05 14:58:00,54,4.54,42.49,2.4,CLOSED
PING-5101,SHP-1051,1,2026-03-05 12:00:00,71,4.33,25.76,2.4,CLOSED
PING-5102,SHP-1051,2,2026-03-05 12:41:00,56,4.11,29.87,2.4,CLOSED
PING-5103,SHP-1051,3,2026-03-05 13:26:00,0,6.48,28.56,4.8,OPEN
PING-5104,SHP-1051,4,2026-03-05 14:14:00,49,5.28,26.46,2.4,CLOSED
PING-5105,SHP-1051,5,2026-03-05 14:59:00,69,4.08,24.48,2.4,CLOSED
PING-5106,SHP-1051,6,2026-03-05 15:40:00,53,4.09,27.83,2.4,CLOSED
PING-5107,SHP-1051,7,2026-03-05 16:27:00,0,6.83,29.59,4.8,OPEN
PING-5108,SHP-1051,8,2026-03-05 17:17:00,49,5.63,27.45,2.4,CLOSED
PING-5109,SHP-1051,9,2026-03-05 18:11:00,68,4.43,25.32,2.4,CLOSED
PING-5110,SHP-1051,10,2026-03-05 19:10:00,50,4.4,25.36,2.4,CLOSED
PING-5111,SHP-1051,11,2026-03-05 19:47:00,49,4.58,25.06,2.4,CLOSED
PING-5112,SHP-1051,12,2026-03-05 20:43:00,46,4.49,24.66,2.4,CLOSED
PING-5201,SHP-1052,1,2026-03-05 14:00:00,62,3.69,37.49,2.4,CLOSED
PING-5202,SHP-1052,2,2026-03-05 14:42:00,48,3.68,40.42,2.4,CLOSED
PING-5203,SHP-1052,3,2026-03-05 15:34:00,0,7.96,36.38,4.8,OPEN
PING-5204,SHP-1052,4,2026-03-05 16:30:00,71,6.76,38.85,2.4,CLOSED
PING-5205,SHP-1052,5,2026-03-05 17:20:00,55,5.56,39.62,2.4,CLOSED
PING-5206,SHP-1052,6,2026-03-05 18:07:00,47,4.36,36.85,2.4,CLOSED
PING-5207,SHP-1052,7,2026-03-05 19:05:00,0,8.37,40.53,4.8,OPEN
PING-5208,SHP-1052,8,2026-03-05 19:55:00,53,7.17,36.03,2.4,CLOSED
PING-5209,SHP-1052,9,2026-03-05 20:34:00,45,5.97,37.28,2.4,CLOSED
PING-5210,SHP-1052,10,2026-03-05 21:13:00,58,4.77,40.27,2.4,CLOSED
PING-5211,SHP-1052,11,2026-03-05 21:58:00,73,3.57,38.46,2.4,CLOSED
PING-5212,SHP-1052,12,2026-03-05 22:39:00,47,3.48,36.96,2.4,CLOSED
PING-5301,SHP-1053,1,2026-03-05 16:00:00,51,3.92,36.82,2.4,CLOSED
PING-5302,SHP-1053,2,2026-03-05 16:40:00,47,3.93,36.95,2.4,CLOSED
PING-5303,SHP-1053,3,2026-03-05 17:27:00,65,4.07,36.64,2.4,CLOSED
PING-5304,SHP-1053,4,2026-03-05 18:19:00,64,3.86,34.57,2.4,CLOSED
PING-5305,SHP-1053,5,2026-03-05 19:17:00,59,3.6,37.45,2.4,CLOSED
PING-5306,SHP-1053,6,2026-03-05 20:03:00,63,3.36,37.15,2.4,CLOSED
PING-5307,SHP-1053,7,2026-03-05 20:55:00,63,3.28,36.1,2.4,CLOSED
PING-5308,SHP-1053,8,2026-03-05 21:46:00,62,3.33,34.99,2.4,CLOSED
PING-5401,SHP-1054,1,2026-03-05 18:00:00,52,3.74,38.94,2.4,CLOSED
PING-5402,SHP-1054,2,2026-03-05 18:47:00,55,3.89,40.18,2.4,CLOSED
PING-5403,SHP-1054,3,2026-03-05 19:24:00,73,4.07,39.77,2.4,CLOSED
PING-5404,SHP-1054,4,2026-03-05 20:11:00,77,4.03,36.54,2.4,CLOSED
PING-5405,SHP-1054,5,2026-03-05 20:59:00,68,4.13,36.4,2.4,CLOSED
PING-5406,SHP-1054,6,2026-03-05 21:50:00,46,4.32,40.29,2.4,CLOSED
PING-5407,SHP-1054,7,2026-03-05 22:25:00,45,4.23,35.7,2.4,CLOSED
PING-5408,SHP-1054,8,2026-03-05 23:22:00,59,4.14,36.46,2.4,CLOSED
PING-5501,SHP-1055,1,2026-03-05 20:00:00,70,4.42,40.92,2.4,CLOSED
PING-5502,SHP-1055,2,2026-03-05 20:50:00,68,4.27,40.77,2.4,CLOSED
PING-5503,SHP-1055,3,2026-03-05 21:36:00,75,4.36,38.77,2.4,CLOSED
PING-5504,SHP-1055,4,2026-03-05 22:31:00,59,4.24,38.54,2.4,CLOSED
PING-5505,SHP-1055,5,2026-03-05 23:13:00,46,4.24,41.12,2.4,CLOSED
PING-5506,SHP-1055,6,2026-03-06 00:11:00,70,4.0,40.67,2.4,CLOSED
PING-5507,SHP-1055,7,2026-03-06 01:02:00,50,3.86,39.3,2.4,CLOSED
PING-5508,SHP-1055,8,2026-03-06 01:38:00,66,3.67,43.27,2.4,CLOSED
PING-5601,SHP-1056,1,2026-03-05 22:00:00,47,2.6,35.15,2.4,CLOSED
PING-5602,SHP-1056,2,2026-03-05 22:43:00,71,2.61,35.45,2.4,CLOSED
PING-5603,SHP-1056,3,2026-03-05 23:26:00,58,2.59,30.66,2.4,CLOSED
PING-5604,SHP-1056,4,2026-03-06 00:08:00,58,2.57,34.56,2.4,CLOSED
PING-5605,SHP-1056,5,2026-03-06 00:52:00,59,2.56,34.66,2.4,CLOSED
PING-5606,SHP-1056,6,2026-03-06 01:48:00,71,2.58,32.22,2.4,CLOSED
PING-5607,SHP-1056,7,2026-03-06 02:36:00,58,2.49,34.62,2.4,CLOSED
PING-5608,SHP-1056,8,2026-03-06 03:33:00,65,2.26,33.79,2.4,CLOSED
PING-5701,SHP-1057,1,2026-03-06 00:00:00,49,3.1,33.95,2.4,CLOSED
PING-5702,SHP-1057,2,2026-03-06 00:40:00,74,3.04,31.26,2.4,CLOSED
PING-5703,SHP-1057,3,2026-03-06 01:27:00,45,2.99,34.5,2.4,CLOSED
PING-5704,SHP-1057,4,2026-03-06 02:03:00,63,2.97,33.6,2.4,CLOSED
PING-5705,SHP-1057,5,2026-03-06 02:55:00,45,2.82,34.12,2.4,CLOSED
PING-5706,SHP-1057,6,2026-03-06 03:43:00,72,3.02,34.78,2.4,CLOSED
PING-5707,SHP-1057,7,2026-03-06 04:30:00,71,2.92,32.62,2.4,CLOSED
PING-5708,SHP-1057,8,2026-03-06 05:09:00,74,3.13,32.7,2.4,CLOSED
PING-5801,SHP-1058,1,2026-03-06 02:00:00,68,3.37,27.78,2.4,CLOSED
PING-5802,SHP-1058,2,2026-03-06 02:52:00,52,3.08,27.81,2.4,CLOSED
PING-5803,SHP-1058,3,2026-03-06 03:39:00,0,4.89,28.59,4.8,OPEN
PING-5804,SHP-1058,4,2026-03-06 04:33:00,63,3.69,24.54,2.4,CLOSED
PING-5805,SHP-1058,5,2026-03-06 05:27:00,70,3.74,28.3,2.4,CLOSED
PING-5806,SHP-1058,6,2026-03-06 06:22:00,49,3.75,27.86,2.4,CLOSED
PING-5807,SHP-1058,7,2026-03-06 07:12:00,0,7.48,25.1,4.8,OPEN
